$p$,$r$,$N$,data,error
0.04,0.58,228,36.16698267827877,0.18429571119783858
0.04,0.58,252,39.48058431952663,0.3313734714545806
0.04,0.58,288,44.47691977691978,0.23410259770130704
0.04,0.58,300,45.92059891107079,0.3803390968260943
0.04,0.58,336,51.978802715032835,0.33451032645036916
0.04,0.58,372,57.56278094096494,0.4925944975244607
0.04,0.58,408,62.580879646669125,0.4832099720083289
0.04,0.58,492,74.57283531409169,0.49045983354705114
0.04,0.58,600,89.7990633363069,0.6834744487874085
0.04,0.59,60,10.9782375,0.026071724752929827
0.04,0.59,72,12.74836573381756,0.029088162410695256
0.04,0.59,84,14.49404045018481,0.037111235759129314
0.04,0.59,108,17.98655508844292,0.05562584588165514
0.04,0.59,132,21.646136672490773,0.07369695316226922
0.04,0.59,168,26.795359848484853,0.18491682678919874
0.04,0.59,192,30.301156862745085,0.1268373252437669
0.04,0.59,204,31.83947368421053,0.3160755286435816
0.04,0.59,228,35.40910113442809,0.17926232408885429
0.04,0.59,252,39.08247041420118,0.34616442751822096
0.04,0.59,288,44.24362934362932,0.2401282762726081
0.04,0.59,300,46.11774047186934,0.4165043567860611
0.04,0.59,336,50.95771670190276,0.30593739516876256
0.04,0.59,372,56.85975427030269,0.5793139725294965
0.04,0.59,408,61.286069193963925,0.47943475936869895
0.04,0.59,492,73.94838709677418,0.5141308559917886
0.04,0.59,600,90.46966993755576,0.69551096426112
0.04,0.6,60,10.869075,0.025839071775133858
0.04,0.6,72,12.651826532792136,0.028808294246395832
0.04,0.6,84,14.35458283151294,0.03709637236666316
0.04,0.6,108,17.99904814785437,0.05647333303716258
0.04,0.6,132,21.357260726072607,0.07371615845064884
0.04,0.6,168,26.77026515151516,0.17549179051777594
0.04,0.6,192,30.11421568627451,0.12377992842834472
0.04,0.6,204,31.708906882591084,0.29103098519433507
0.04,0.6,228,35.24973487161357,0.18779316072227312
0.04,0.6,252,38.207840236686394,0.33586786450382633
0.04,0.6,288,43.66855426855425,0.2518246075602023
0.04,0.6,300,44.74092558983664,0.4021758345493672
0.04,0.6,336,50.95482363413821,0.3127784416996618
0.04,0.6,372,55.5816601738088,0.553372405297891
0.04,0.6,408,62.059992638940024,0.4772465743559233
0.04,0.6,492,73.29541595925296,0.5730300259078175
0.04,0.6,600,88.8969669937556,0.8491687562626333
0.04,0.61,60,10.7001875,0.026140151988635677
0.04,0.61,72,12.515562913907287,0.029198079143737787
0.04,0.61,84,14.229896036657122,0.037808029323922375
0.04,0.61,108,17.81022447846433,0.05586063261813768
0.04,0.61,132,21.086148320714422,0.07315355931312914
0.04,0.61,168,26.0317234848485,0.17756315492372352
0.04,0.61,192,29.73378431372549,0.12045583697493897
0.04,0.61,204,31.3846153846154,0.27645093477884847
0.04,0.61,228,34.81048944306967,0.1850218001763511
0.04,0.61,252,38.063794378698226,0.3459591699999639
0.04,0.61,288,43.52295152295152,0.25728862023228816
0.04,0.61,300,44.78539019963701,0.4625141240426698
0.04,0.61,336,50.54300656503839,0.33069583564616495
0.04,0.61,372,55.002397362900794,0.5179112238768154
0.04,0.61,408,60.32361059992638,0.4520174387710182
0.04,0.61,492,72.446519524618,0.6287166683677584
0.04,0.61,600,89.11306868867082,0.63409424388363
0.04,0.62,60,10.688075,0.026247692490457275
0.04,0.62,72,12.4152531510361,0.028799481543651743
0.04,0.62,84,14.191093207082245,0.03698493123411845
0.04,0.62,108,17.595621480130077,0.05569273713243914
0.04,0.62,132,20.986774412735386,0.07255786833170298
0.04,0.62,168,26.0257575757576,0.16609559781275382
0.04,0.62,192,29.408450980392168,0.12445129142230214
0.04,0.62,204,30.97631578947368,0.30703216198230293
0.04,0.62,228,34.734357425201694,0.18194504576029785
0.04,0.62,252,38.00203402366864,0.32230295878004633
0.04,0.62,288,43.378035178035184,0.2709542789572291
0.04,0.62,300,44.852313974591645,0.4275913821618774
0.04,0.62,336,50.68738177367305,0.34990771842950497
0.04,0.62,372,54.79502547198082,0.5916386913286573
0.04,0.62,408,60.81146485093853,0.4531096623554822
0.04,0.62,492,71.49235993208826,0.49229667807838073
0.04,0.62,600,88.42818911685994,0.6359068523064725
0.04,0.63,60,10.546475,0.026326190652445843
0.04,0.63,72,12.251292458876303,0.029015207308993648
0.04,0.63,84,14.00541273862425,0.037492970662133744
0.04,0.63,108,17.36152534306338,0.05567259968824084
0.04,0.63,132,20.879659289458367,0.07425723846066912
0.04,0.63,168,25.848958333333314,0.17383369875480373
0.04,0.63,192,29.152823529411755,0.12773003940764902
0.04,0.63,204,30.963967611336056,0.29565903315407793
0.04,0.63,228,34.055210977922016,0.18480874739827757
0.04,0.63,252,37.42529585798817,0.3515752050733712
0.04,0.63,288,42.15053625053622,0.255444478174626
0.04,0.63,300,44.0412885662432,0.422075247583494
0.04,0.63,336,49.22315566930009,0.321905112808074
0.04,0.63,372,53.96493856757566,0.6008979897260348
0.04,0.63,408,59.21301067353696,0.47117855685926713
0.04,0.63,492,71.50101867572155,0.49349457766548244
0.04,0.63,600,88.0312221231044,0.7679057919012079
0.04,0.64,60,10.4827375,0.025756069806408016
0.04,0.64,72,12.15224311044648,0.02893245061446201
0.04,0.64,84,13.896701136536683,0.03721215404207107
0.04,0.64,108,17.1655627825811,0.05587465473990213
0.04,0.64,132,20.56217239370996,0.07382484579585569
0.04,0.64,168,25.744318181818194,0.17810468474243926
0.04,0.64,192,28.992588235294114,0.1261401188450739
0.04,0.64,204,30.90991902834008,0.3306677866242018
0.04,0.64,228,34.008419834816955,0.1839142717181617
0.04,0.64,252,37.05306952662722,0.35526505629289495
0.04,0.64,288,42.30098670098672,0.26104282119658845
0.04,0.64,300,43.373638838475514,0.4732817428696166
0.04,0.64,336,48.93351507733395,0.3459765904456413
0.04,0.64,372,53.38477674557986,0.5866119042014198
0.04,0.64,408,59.41295546558706,0.448188840951934
0.04,0.64,492,70.94176570458403,0.5870926505081757
0.04,0.64,600,86.15321141837644,0.8490523061864285
0.04,0.65,60,10.368225,0.02601885101226224
0.04,0.65,72,12.052851954710537,0.028715471044902355
0.04,0.65,84,13.698603208881874,0.03684734518282615
0.04,0.65,108,17.128063774093757,0.05563128033958453
0.04,0.65,132,20.386381285187344,0.07226324594158584
0.04,0.65,168,25.273863636363654,0.18307341987289966
0.04,0.65,192,28.552098039215693,0.1276475808979229
0.04,0.65,204,29.658502024291508,0.30171672561092605
0.04,0.65,228,33.53465951087828,0.18620059371501746
0.04,0.65,252,36.8960798816568,0.34563343147641706
0.04,0.65,288,41.52410982410986,0.25762427320661807
0.04,0.65,300,42.97640653357532,0.4020113232748044
0.04,0.65,336,47.972126404806914,0.2960856201222342
0.04,0.65,372,53.6580761162721,0.4902422987905088
0.04,0.65,408,58.92077659182921,0.5590773494496919
0.04,0.65,492,70.97657045840404,0.4513391071476576
0.04,0.65,600,84.94625334522749,0.767420423047736
0.04,0.66,60,10.2925375,0.026344974485230342
0.04,0.66,72,11.907466353343304,0.029429381490659635
0.04,0.66,84,13.610711962013928,0.0370630921889467
0.04,0.66,108,16.791484889347196,0.055290983670440316
0.04,0.66,132,20.031620073772086,0.07346425958591553
0.04,0.66,168,25.04289772727275,0.1771136434853531
0.04,0.66,192,28.21529411764705,0.12923964867581858
0.04,0.66,204,29.873684210526307,0.3251156327987933
0.04,0.66,228,33.002860172895865,0.18419699796838085
0.04,0.66,252,36.259245562130175,0.3922471428949638
0.04,0.66,288,41.59927069927071,0.25081786685392443
0.04,0.66,300,42.99546279491836,0.46408269084949616
0.04,0.66,336,47.17736730833427,0.3363261373048614
0.04,0.66,372,52.598142043751885,0.6609824585088168
0.04,0.66,408,57.27935222672064,0.4354088228209541
0.04,0.66,492,70.18132427843804,0.5396908883120097
0.04,0.66,600,84.31222123104374,0.8443608614800305
0.04,0.67,60,10.157525,0.026347685049890983
0.04,0.67,72,11.82408673360393,0.029196186819408956
0.04,0.67,84,13.422235142655422,0.03730193342358902
0.04,0.67,108,16.691897358610298,0.05655002970685533
0.04,0.67,132,20.021452145214532,0.07390562293238531
0.04,0.67,168,24.941287878787897,0.16951156168432568
0.04,0.67,192,28.017686274509785,0.13118416739064692
0.04,0.67,204,29.28765182186236,0.3071729046741495
0.04,0.67,228,32.6997461194845,0.18967399365662013
0.04,0.67,252,36.49315828402367,0.34920782665147476
0.04,0.67,288,41.032604032604034,0.25458225924721356
0.04,0.67,300,41.504764065335756,0.43604807377040566
0.04,0.67,336,47.437465227550916,0.3500410749022
0.04,0.67,372,52.78753371291581,0.6179879516809993
0.04,0.67,408,57.57637099742362,0.4956161414721737
0.04,0.67,492,68.73904923599322,0.5566838384748243
0.04,0.67,600,83.31422836752898,0.8149133825094969
0.04,0.68,60,10.0260875,0.026040933662351183
0.04,0.68,72,11.714526810510577,0.029517008827683208
0.04,0.68,84,13.30040007198527,0.03732400605856088
0.04,0.68,108,16.537479178234314,0.056103085347451634
0.04,0.68,132,19.625897883906045,0.07366103078379141
0.04,0.68,168,24.045170454545453,0.1865372344792088
0.04,0.68,192,27.51688235294119,0.12664536988168804
0.04,0.68,204,29.394736842105257,0.3089858876150146
0.04,0.68,228,32.36504161712246,0.18236045158539205
0.04,0.68,252,35.804548816568044,0.3459280173907028
0.04,0.68,288,40.32458172458175,0.25830651679183664
0.04,0.68,300,42.021778584392024,0.41340434260901326
0.04,0.68,336,47.02353399354624,0.3423614979380274
0.04,0.68,372,51.548396763560106,0.6453072332464385
0.04,0.68,408,56.195436142804574,0.5280691317752899
0.04,0.68,492,68.4426146010187,0.4926533666281156
0.04,0.68,600,80.98684210526316,0.8488212068477214
0.04,0.69,60,9.8863875,0.02631616433458538
0.04,0.69,72,11.55681478316599,0.02927989339644753
0.04,0.69,84,13.193626534878243,0.03771556549301539
0.04,0.69,108,16.36273498849845,0.05492404357736696
0.04,0.69,132,19.5265725101922,0.07429744933808538
0.04,0.69,168,24.263731060606073,0.1797205788765683
0.04,0.69,192,27.32890196078431,0.12152760320789599
0.04,0.69,204,29.199392712550598,0.3050901951576751
0.04,0.69,228,32.02615933412605,0.1809246366737452
0.04,0.69,252,35.23724112426036,0.3622171954455116
0.04,0.69,288,40.13800943800944,0.25723126196742035
0.04,0.69,300,41.0866606170599,0.44375060395268007
0.04,0.69,336,45.89251140536331,0.32508954044535615
0.04,0.69,372,50.06802517231046,0.5962336797535598
0.04,0.69,408,55.34550975340449,0.48999880441577487
0.04,0.69,492,66.61103565365025,0.487857356114994
0.04,0.69,600,81.60214094558432,0.7854117501225698
0.04,0.7,60,9.8257875,0.02624598144266211
0.04,0.7,72,11.416438795129244,0.028946302584348018
0.04,0.7,84,13.033099381203536,0.03742739377326412
0.04,0.7,108,16.074383279130632,0.055340601592127725
0.04,0.7,132,19.323820617355853,0.07606152782337951
0.04,0.7,168,24.082859848484848,0.17633954164040774
0.04,0.7,192,27.0768431372549,0.12771543989542794
0.04,0.7,204,28.54757085020244,0.3039886954267689
0.04,0.7,228,31.961917922678957,0.17470650185845374
0.04,0.7,252,35.19027366863905,0.36845800318029764
0.04,0.7,288,39.5735306735307,0.25980997223013397
0.04,0.7,300,41.73752268602541,0.41170650076395143
0.04,0.7,336,45.28747079114274,0.3289958520955724
0.04,0.7,372,49.66706622715014,0.5984195176449316
0.04,0.7,408,54.95316525579685,0.5179200324356855
0.04,0.7,492,66.30000000000001,0.5814221142125472
0.04,0.7,600,80.67975022301513,0.7957021021940346
0.04,0.71,60,9.686,0.026148130142918388
0.04,0.71,72,11.283219397564626,0.028924411052349084
0.04,0.71,84,12.840566468707175,0.03754763795438374
0.04,0.71,108,15.968767351471417,0.055152171892973535
0.04,0.71,132,19.039992234517577,0.07322856521453223
0.04,0.71,168,23.831723484848478,0.18982473932550012
0.04,0.71,192,26.61084313725489,0.13094838678785164
0.04,0.71,204,27.97672064777326,0.30383342937610164
0.04,0.71,228,31.546325159880453,0.19385211429456478
0.04,0.71,252,34.799371301775146,0.329639849444454
0.04,0.71,288,39.06036036036035,0.2596761723294632
0.04,0.71,300,40.144509981851186,0.4196943955018631
0.04,0.71,336,45.46183375987539,0.34469411357241786
0.04,0.71,372,50.74797722505243,0.6710042706643887
0.04,0.71,408,54.300055207949946,0.4406592398809613
0.04,0.71,492,65.69949066213923,0.5922863857985826
0.04,0.71,600,79.16636931311332,0.7773143336011596
0.04,0.72,60,9.55425,0.026099653981303938
0.04,0.72,72,11.181766716513565,0.02918583575441979
0.04,0.72,84,12.681506707089166,0.03728191252442055
0.04,0.72,108,15.788153406837477,0.05477531938753311
0.04,0.72,132,18.630338769171033,0.07257052029110245
0.04,0.72,168,23.859090909090877,0.17398045555888011
0.04,0.72,192,26.27415686274511,0.1329016496819645
0.04,0.72,204,28.151619433198363,0.3040082100766264
0.04,0.72,228,31.056303628241785,0.18387918409355575
0.04,0.72,252,33.93361686390533,0.33444917385829004
0.04,0.72,288,38.82029172029173,0.267609393434303
0.04,0.72,300,40.28357531760436,0.42280003222390206
0.04,0.72,336,44.3884499833092,0.32843257413982574
0.04,0.72,372,50.126460893017665,0.6363150971715138
0.04,0.72,408,53.74806772175192,0.48860053458668135
0.04,0.72,492,64.28081494057726,0.5412828885631837
0.04,0.72,600,78.43331846565566,0.72641500441273
0.04,0.73,60,9.459025,0.02598154843390598
0.04,0.73,72,10.997073274941252,0.02924091408026906
0.04,0.73,84,12.475545772941835,0.037420223940554095
0.04,0.73,108,15.583465535020226,0.055545345463115625
0.04,0.73,132,18.541521063871098,0.07384589508477009
0.04,0.73,168,22.866193181818154,0.172973040541102
0.04,0.73,192,26.09092156862747,0.12972492159006507
0.04,0.73,204,27.521457489878557,0.3365469985334957
0.04,0.73,228,30.469325449111405,0.17995897478358652
0.04,0.73,252,33.47559171597633,0.36765605499649373
0.04,0.73,288,38.10257400257399,0.2750949834426227
0.04,0.73,300,39.90471869328492,0.4614468322904467
0.04,0.73,336,44.09046400356068,0.3701750511133258
0.04,0.73,372,48.87773449205873,0.5724537047276718
0.04,0.73,408,53.42758557232242,0.567028261498741
0.04,0.73,492,64.58319185059422,0.6625623695943084
0.04,0.73,600,77.16525423728814,0.758501291312117
0.04,0.74,60,9.3686125,0.026272105665286587
0.04,0.74,72,10.798162785729545,0.028893389775907736
0.04,0.74,84,12.334828412032614,0.03724074598616095
0.04,0.74,108,15.353652732608873,0.05772866355507375
0.04,0.74,132,18.515361094933017,0.0737305576423822
0.04,0.74,168,22.559469696969714,0.17144396542797427
0.04,0.74,192,25.909725490196095,0.1263070256513279
0.04,0.74,204,27.21599190283401,0.30712915126236834
0.04,0.74,228,29.970241347173584,0.19418383677994072
0.04,0.74,252,33.88905325443787,0.338373536321354
0.04,0.74,288,37.32458172458173,0.2783208748245852
0.04,0.74,300,38.45848457350274,0.41927928249302043
0.04,0.74,336,43.57928118393236,0.3291206004035963
0.04,0.74,372,47.419838178004184,0.6260947969648529
0.04,0.74,408,52.51398601398602,0.504137287464591
0.04,0.74,492,61.8200339558574,0.6361384244079288
0.04,0.74,600,75.09388938447816,0.7695481603512405
0.04,0.75,60,9.1789375,0.026300807337533098
0.04,0.75,72,10.71554155095065,0.02907778654190887
0.04,0.75,84,12.159087448260586,0.03691851180665803
0.04,0.75,108,15.12685412865867,0.05583573615478292
0.04,0.75,132,17.91453115899826,0.07488681916857141
0.04,0.75,168,22.337500000000016,0.18480369208782807
0.04,0.75,192,25.298627450980398,0.12665740075063914
0.04,0.75,204,26.665587044534416,0.32538069947837145
0.04,0.75,228,29.487804094225,0.18921018286147528
0.04,0.75,252,33.35595414201183,0.3563436359340114
0.04,0.75,288,37.2975546975547,0.27002106828609146
0.04,0.75,300,38.5399274047187,0.407649919372676
0.04,0.75,336,42.99326805385558,0.32413600385358926
0.04,0.75,372,47.22175606832484,0.6537321799221947
0.04,0.75,408,52.267206477732785,0.5337608265489049
0.04,0.75,492,61.318505942275024,0.5637589406609489
0.04,0.75,600,75.74754683318464,0.6824951281040234
0.04,0.76,60,9.083175,0.02598237528248778
0.04,0.76,72,10.512144840845977,0.028870688821318206
0.04,0.76,84,12.0338192339106,0.03785467996902055
0.04,0.76,108,14.898369953200609,0.05587137413697569
0.04,0.76,132,17.715079596194904,0.07368085274719666
0.04,0.76,168,22.124810606060585,0.17905163829503762
0.04,0.76,192,24.824666666666648,0.13171808138245247
0.04,0.76,204,25.89797570850201,0.30196449034356937
0.04,0.76,228,29.21692322524666,0.18679581155418265
0.04,0.76,252,31.769970414201183,0.33277319227077984
0.04,0.76,288,36.21510081510081,0.2792292400206522
0.04,0.76,300,38.92853901996369,0.45812172291744735
0.04,0.76,336,42.01457661065984,0.3167924931015367
0.04,0.76,372,46.695834581959836,0.6050536807220516
0.04,0.76,408,51.435130658814856,0.484776287655974
0.04,0.76,492,61.222580645161294,0.6152791714394832
0.04,0.76,600,74.16190900981267,0.703782513688758
0.04,0.77,60,8.9474,0.025894595275973136
0.04,0.77,72,10.40002136295663,0.02880356976406895
0.04,0.77,84,11.83378324127524,0.037310028180009315
0.04,0.77,108,14.553700325216152,0.05638008517550648
0.04,0.77,132,17.33491069695205,0.0740365724646547
0.04,0.77,168,21.590719696969686,0.18827284098407523
0.04,0.77,192,24.46699999999998,0.1270144414771058
0.04,0.77,204,25.905668016194337,0.2806655669159595
0.04,0.77,228,28.65163736864094,0.19073059822775634
0.04,0.77,252,31.175110946745562,0.3641078094041538
0.04,0.77,288,35.393822393822404,0.2582715383986838
0.04,0.77,300,37.40086206896552,0.5218155029840962
0.04,0.77,336,41.999221097140314,0.36687553600821154
0.04,0.77,372,45.62211567275996,0.8014319289755855
0.04,0.77,408,49.95003680529996,0.5483180974351535
0.04,0.77,492,59.99507640067911,0.6455759907692948
0.04,0.77,600,72.52341659232827,0.9659888271476184
0.04,0.78,60,8.77105,0.025908040497232526
0.04,0.78,72,10.22392651142918,0.029015689268889155
0.04,0.78,84,11.612857676813816,0.0363692847729704
0.04,0.78,108,14.433330689299591,0.05508396045209536
0.04,0.78,132,17.114104057464566,0.07464540223644221
0.04,0.78,168,20.88285984848486,0.18530303343700816
0.04,0.78,192,24.121313725490197,0.13278379507951207
0.04,0.78,204,25.578340080971653,0.32463937876458815
0.04,0.78,228,28.377382138380977,0.19502151303987444
0.04,0.78,252,31.050295857988164,0.3694949994310343
0.04,0.78,288,35.52355212355207,0.26748668204744186
0.04,0.78,300,36.314655172413794,0.45648653585268806
0.04,0.78,336,41.03666407032382,0.38114239452160287
0.04,0.78,372,45.32184596943362,0.5232151137577952
0.04,0.78,408,48.73334560176667,0.6474900919568445
0.04,0.78,492,59.04668930390493,0.6441190816906583
0.04,0.78,600,71.54326494201604,0.9919786981525371
0.04,0.79,60,8.6600875,0.025897798894561164
0.04,0.79,72,10.06425977355266,0.029115624786963997
0.04,0.79,84,11.437808879106276,0.03683454312171517
0.04,0.79,108,14.22332830966924,0.055107542681673186
0.04,0.79,132,16.9772859638905,0.0750695045072668
0.04,0.79,168,20.723958333333318,0.1908168016114727
0.04,0.79,192,23.826901960784323,0.13326861404112808
0.04,0.79,204,24.838056680161948,0.3160283656146637
0.04,0.79,228,28.23688016196933,0.18839867063732468
